seed,model,N,M,USW,EF violations,CPU time,elapsed time,EF1,fPO
5,ILP,5,330,463.0,0,0.4911740000000009,0.43894862500000187,True,True
6,ILP,5,330,472.0,0,0.5606520000000046,0.47642241599999835,True,True
7,ILP,5,330,444.0,0,0.4644210000000015,0.42213341699999773,True,True
8,ILP,5,330,489.0,0,0.6867359999999962,0.5032234580000008,True,True
9,ILP,5,330,462.0,0,0.5157299999999978,0.4479876669999996,True,True
0,ILP,5,350,504.0,0,1.0969540000000038,0.6427825410000025,True,True
1,ILP,5,350,474.0,0,0.6644240000000039,0.502078915999995,True,True
2,ILP,5,350,511.0,0,0.7417400000000001,0.5254466670000042,True,True
3,ILP,5,350,500.0,0,0.745790999999997,0.5283770420000025,True,True
4,ILP,5,350,483.0,0,0.7185589999999991,0.4916011250000025,True,True
5,ILP,5,350,490.0,0,0.6600449999999967,0.4891589579999973,True,True
6,ILP,5,350,499.0,0,0.698796999999999,0.5117122089999953,True,True
7,ILP,5,350,470.0,0,0.619696999999988,0.5114069589999986,True,True
8,ILP,5,350,515.0,0,1.0618079999999992,0.6226348750000028,True,True
9,ILP,5,350,493.0,0,0.6924730000000068,0.487045375000001,True,True
0,ILP,5,370,529.0,0,0.8425069999999977,0.5831279590000022,True,True
1,ILP,5,370,503.0,0,0.8119439999999969,0.5560362920000017,True,True
2,ILP,5,370,539.0,0,0.6667509999999908,0.5501502500000015,True,True
3,ILP,5,370,526.0,0,0.737952000000007,0.5433916250000053,True,True
4,ILP,5,370,509.0,0,0.8083669999999898,0.5330027079999979,True,True
5,ILP,5,370,520.0,0,0.8207040000000063,0.6514796250000003,True,True
6,ILP,5,370,525.0,0,0.5660730000000029,0.4968605420000003,True,True
7,ILP,5,370,500.0,0,0.6874729999999971,0.5107868750000009,True,True
8,ILP,5,370,539.0,0,0.821832999999998,0.5754044159999978,True,True
9,ILP,5,370,521.0,0,0.8398309999999896,0.5616249579999959,True,True
0,ILP,5,390,554.0,0,0.642005999999995,0.540603584000003,True,True
1,ILP,5,390,528.0,0,0.7859519999999947,0.6051092920000016,True,True
2,ILP,5,390,566.0,0,0.7818199999999962,0.599467666999999,True,True
3,ILP,5,390,551.0,0,0.7269119999999987,0.5353596670000016,True,True
4,ILP,5,390,544.0,0,0.7286089999999916,0.5660213750000054,True,True
5,ILP,5,390,553.0,0,0.6654240000000016,0.5508718330000022,True,True
6,ILP,5,390,554.0,0,0.7924599999999913,0.6437545409999998,True,True
7,ILP,5,390,530.0,0,0.7904839999999922,0.5535005420000019,True,True
8,ILP,5,390,569.0,0,1.0983209999999985,0.6914493329999942,True,True
9,ILP,5,390,547.0,0,0.7158439999999899,0.6051203330000021,True,True
0,ILP,8,10,12.0,3,0.410636,0.07952120800000001,True,True
1,ILP,8,10,12.0,7,0.2556940000000001,0.06947879200000001,True,True
2,ILP,8,10,13.0,3,0.21024699999999985,0.05779358400000001,True,True
3,ILP,8,10,11.0,6,0.07952799999999982,0.04033366699999996,True,True
4,ILP,8,10,11.0,3,0.07192700000000007,0.04649079200000006,True,True
5,ILP,8,10,13.0,4,0.045347000000000026,0.04012387500000003,True,True
6,ILP,8,10,14.0,2,0.04344600000000032,0.04132212499999999,True,True
7,ILP,8,10,15.0,7,0.12714999999999987,0.06206987499999994,True,True
8,ILP,8,10,14.0,2,0.1379410000000001,0.0687295,True,True
9,ILP,8,10,11.0,1,0.11846299999999976,0.05924770800000001,True,True
0,ILP,8,30,35.0,0,0.1086999999999998,0.10877637500000004,True,True
1,ILP,8,30,33.0,0,0.15157099999999968,0.13099912499999988,True,True
2,ILP,8,30,37.0,1,0.23158900000000004,0.1557021249999999,True,True
3,ILP,8,30,36.0,0,0.16070200000000012,0.13476620899999991,True,True
4,ILP,8,30,33.0,0,0.10779800000000028,0.10786358299999987,True,True
5,ILP,8,30,39.0,0,0.3483540000000005,0.18159533299999997,True,True
6,ILP,8,30,36.0,0,0.1528830000000001,0.13204075000000004,True,True
7,ILP,8,30,35.0,1,0.4151039999999995,0.19632495799999994,True,True
8,ILP,8,30,36.0,0,0.16973899999999986,0.1409976249999998,True,True
9,ILP,8,30,35.0,1,0.16391000000000044,0.13867504200000003,True,True
0,ILP,8,50,63.0,0,0.21549500000000066,0.19323966699999984,True,True
1,ILP,8,50,55.0,0,0.2489429999999997,0.20721975000000015,True,True
2,ILP,8,50,62.0,0,0.4510479999999992,0.28404537500000027,True,True
3,ILP,8,50,61.0,0,0.2985540000000002,0.23022558299999973,True,True
4,ILP,8,50,58.0,0,0.221603,0.19930387500000002,True,True
5,ILP,8,50,61.0,0,0.27046299999999945,0.21203174999999996,True,True
6,ILP,8,50,63.0,0,0.2402369999999996,0.20206162500000024,True,True
7,ILP,8,50,56.0,0,0.4637210000000005,0.2709110840000002,True,True
8,ILP,8,50,62.0,0,0.23355299999999968,0.2046274170000002,True,True
9,ILP,8,50,59.0,0,0.27777100000000043,0.2176339590000005,True,True
0,ILP,8,70,89.0,0,0.28887399999999985,0.2598981249999994,True,True
1,ILP,8,70,78.0,0,0.4827749999999984,0.3253530839999996,True,True
2,ILP,8,70,85.0,0,0.5455690000000004,0.3556431660000001,True,True
3,ILP,8,70,86.0,0,0.30622999999999934,0.2702567499999997,True,True
4,ILP,8,70,80.0,0,0.3266650000000002,0.278234125,True,True
5,ILP,8,70,83.0,0,0.34518500000000074,0.2800939169999994,True,True
6,ILP,8,70,87.0,0,0.7883739999999992,0.3979941250000003,True,True
7,ILP,8,70,78.0,0,0.7568979999999996,0.41221216599999977,True,True
8,ILP,8,70,86.0,0,0.39847499999999947,0.31760108300000045,True,True
9,ILP,8,70,86.0,0,0.4788479999999993,0.33109741599999953,True,True
0,ILP,8,90,114.0,0,0.5112489999999994,0.40676470799999986,True,True
1,ILP,8,90,102.0,0,0.42294500000000035,0.3457621660000001,True,True
2,ILP,8,90,106.0,0,0.5547149999999998,0.4327354999999997,True,True
3,ILP,8,90,114.0,0,0.5898959999999995,0.40372825000000034,True,True
4,ILP,8,90,105.0,0,0.5127100000000002,0.3618997920000009,True,True
5,ILP,8,90,106.0,0,0.493799000000001,0.38107841699999945,True,True
6,ILP,8,90,109.0,0,0.4125490000000003,0.35942775000000005,True,True
7,ILP,8,90,100.0,0,0.6802470000000014,0.4446248750000006,True,True
8,ILP,8,90,106.0,0,0.4702030000000015,0.36008499999999977,True,True
9,ILP,8,90,109.0,0,0.5346809999999991,0.39769837499999916,True,True
0,ILP,8,110,138.0,0,0.44502299999999906,0.40808541700000056,True,True
1,ILP,8,110,129.0,0,0.9931309999999982,0.5448734169999998,True,True
2,ILP,8,110,131.0,0,0.5742899999999977,0.4520078749999996,True,True
3,ILP,8,110,137.0,0,0.5599699999999999,0.4437979589999994,True,True
4,ILP,8,110,131.0,0,0.5794749999999986,0.4696526670000001,True,True
5,ILP,8,110,129.0,0,0.6204660000000004,0.4675146659999996,True,True
6,ILP,8,110,132.0,0,0.5514510000000001,0.44517529200000006,True,True
7,ILP,8,110,122.0,0,0.5159880000000001,0.43673966599999936,True,True
8,ILP,8,110,131.0,0,0.5570449999999987,0.4651335000000003,True,True
9,ILP,8,110,134.0,0,0.655697,0.5133305000000021,True,True
0,ILP,8,130,161.0,0,1.2296520000000015,0.667307417,True,True
1,ILP,8,130,152.0,0,0.5975569999999983,0.5226780000000026,True,True
2,ILP,8,130,155.0,0,0.6111809999999984,0.526323167000001,True,True
3,ILP,8,130,164.0,0,0.7954550000000005,0.568917416999998,True,True
4,ILP,8,130,152.0,0,0.7518999999999991,0.5531477080000009,True,True
5,ILP,8,130,151.0,0,0.7399340000000016,0.5550430840000011,True,True
6,ILP,8,130,154.0,0,0.5478800000000028,0.4873347499999987,True,True
7,ILP,8,130,146.0,0,0.654007,0.5426621249999997,True,True
8,ILP,8,130,155.0,0,0.8058809999999994,0.5507526670000011,True,True
9,ILP,8,130,157.0,0,0.7273519999999998,0.5504573330000007,True,True
0,ILP,8,150,187.0,0,0.7222749999999998,0.608224958000001,True,True
1,ILP,8,150,176.0,0,0.6767830000000004,0.5904627080000004,True,True
2,ILP,8,150,180.0,0,0.8605889999999974,0.6487677089999977,True,True
3,ILP,8,150,186.0,0,1.2829030000000046,0.7560702500000005,True,True
4,ILP,8,150,177.0,0,0.7368390000000034,0.6190635839999992,True,True
5,ILP,8,150,176.0,0,0.9184020000000004,0.6338499169999992,True,True
6,ILP,8,150,181.0,0,0.6410630000000026,0.5672899579999999,True,True
7,ILP,8,150,168.0,0,0.6575680000000048,0.5724630409999989,True,True
8,ILP,8,150,178.0,0,0.7508389999999991,0.6306004590000001,True,True
9,ILP,8,150,180.0,0,0.8342619999999954,0.6146360410000007,True,True
0,ILP,8,170,211.0,0,1.0609189999999984,0.7528193750000014,True,True
1,ILP,8,170,199.0,0,0.8052180000000035,0.6871054580000013,True,True
2,ILP,8,170,208.0,0,1.0512780000000035,0.7564751670000014,True,True
3,ILP,8,170,209.0,0,0.9981429999999989,0.7372692920000006,True,True
4,ILP,8,170,200.0,0,1.0339060000000018,0.7164414579999985,True,True
5,ILP,8,170,200.0,0,1.671633,0.9034808749999996,True,True
6,ILP,8,170,205.0,0,0.936554000000001,0.7566021250000006,True,True
7,ILP,8,170,192.0,0,0.9913190000000043,0.7400987919999977,True,True
8,ILP,8,170,201.0,0,0.7872750000000011,0.6715461660000059,True,True
9,ILP,8,170,203.0,0,1.1262900000000045,0.7787729579999976,True,True
0,ILP,8,190,233.0,0,0.9455679999999944,0.782704166000002,True,True
1,ILP,8,190,223.0,0,1.1036819999999992,0.8122343330000064,True,True
2,ILP,8,190,233.0,0,0.833636999999996,0.7277942919999987,True,True
3,ILP,8,190,234.0,0,1.0874809999999968,0.777573290999996,True,True
4,ILP,8,190,223.0,0,1.02543,0.7808414590000012,True,True
5,ILP,8,190,224.0,0,1.2857190000000003,0.9970753750000014,True,True
6,ILP,8,190,228.0,0,0.9230099999999979,0.7776179160000041,True,True
7,ILP,8,190,214.0,0,1.1465040000000002,0.8392589999999984,True,True
8,ILP,8,190,230.0,0,1.1116410000000059,0.8830910420000038,True,True
9,ILP,8,190,224.0,0,0.9738030000000037,0.8019011250000005,True,True
0,ILP,8,210,261.0,0,1.6368679999999998,0.9748570420000036,True,True
1,ILP,8,210,244.0,0,1.1405659999999997,0.8481124999999992,True,True
2,ILP,8,210,260.0,0,1.3225649999999973,0.9169879590000036,True,True
3,ILP,8,210,258.0,0,1.486134000000007,0.9811742500000022,True,True
4,ILP,8,210,247.0,0,1.485400999999996,1.0105501660000016,True,True
5,ILP,8,210,246.0,0,1.3489980000000088,0.9306830419999983,True,True
6,ILP,8,210,253.0,0,1.8659190000000052,1.1470178339999961,True,True
7,ILP,8,210,238.0,0,2.5281300000000044,1.3557026660000062,True,True
8,ILP,8,210,254.0,0,1.8493059999999986,1.0774561670000011,True,True
9,ILP,8,210,246.0,0,1.6497420000000034,1.020859999999999,True,True
0,ILP,8,230,286.0,0,1.3247479999999996,0.9668441250000015,True,True
1,ILP,8,230,269.0,0,1.6845150000000046,1.083897499999999,True,True
2,ILP,8,230,284.0,0,1.411303999999987,0.989071624999994,True,True
3,ILP,8,230,282.0,0,1.7541200000000003,1.1718699999999984,True,True
4,ILP,8,230,269.0,0,2.5022360000000106,1.3653746250000012,True,True
5,ILP,8,230,272.0,0,1.784509,1.0736581250000015,True,True
6,ILP,8,230,276.0,0,2.2908240000000006,1.264288624999999,True,True
7,ILP,8,230,263.0,0,1.525786999999994,1.0193158330000003,True,True
8,ILP,8,230,277.0,0,1.5427390000000116,1.045008709000001,True,True
9,ILP,8,230,271.0,0,1.659481999999997,1.1012751660000077,True,True
0,ILP,8,250,308.0,0,2.2920249999999953,1.30810799999999,True,True
1,ILP,8,250,294.0,0,2.4932110000000023,1.3880852919999995,True,True
2,ILP,8,250,307.0,0,1.6472239999999942,1.1277882089999878,True,True
3,ILP,8,250,305.0,0,1.6437980000000039,1.1183368330000008,True,True
4,ILP,8,250,292.0,0,1.4301849999999945,1.0414029589999956,True,True
5,ILP,8,250,295.0,0,2.507520999999997,1.4508168330000046,True,True
6,ILP,8,250,302.0,0,1.6681480000000022,1.1548759580000052,True,True
7,ILP,8,250,287.0,0,1.7665920000000028,1.164686875000001,True,True
8,ILP,8,250,303.0,0,1.5522559999999999,1.096513083000005,True,True
9,ILP,8,250,293.0,0,2.096127999999993,1.2117487499999982,True,True
0,ILP,8,270,330.0,0,2.426914999999994,1.4081227499999898,True,True
1,ILP,8,270,320.0,0,1.7938369999999964,1.2235731669999979,True,True
2,ILP,8,270,332.0,0,1.8500690000000048,1.332308958000013,True,True
3,ILP,8,270,330.0,0,1.7775839999999903,1.2282537919999896,True,True
4,ILP,8,270,315.0,0,1.8550299999999993,1.251720167000002,True,True
5,ILP,8,270,315.0,0,1.8108359999999948,1.2268024579999945,True,True
6,ILP,8,270,323.0,0,2.3938990000000047,1.6193395410000022,True,True
7,ILP,8,270,309.0,0,1.8190720000000056,1.257769084000003,True,True
8,ILP,8,270,325.0,0,2.6762429999999995,1.5662355420000011,True,True
9,ILP,8,270,324.0,0,2.090092999999996,1.2669574170000004,True,True
0,ILP,8,290,355.0,0,2.107502000000011,1.366376833000004,True,True
1,ILP,8,290,343.0,0,3.4879469999999912,1.9028166249999998,True,True
2,ILP,8,290,355.0,0,2.051583000000022,1.3723903329999985,True,True
3,ILP,8,290,354.0,0,1.8413880000000233,1.2679950830000024,True,True
4,ILP,8,290,340.0,0,2.396786999999989,1.5617337080000055,True,True
5,ILP,8,290,337.0,0,3.2487130000000093,1.7722727919999954,True,True
6,ILP,8,290,348.0,0,3.0152920000000165,1.7186105410000039,True,True
7,ILP,8,290,331.0,0,2.594643999999988,1.5689242500000091,True,True
8,ILP,8,290,347.0,0,1.6546439999999905,1.2117725000000092,True,True
9,ILP,8,290,348.0,0,2.2428110000000174,1.4385983330000016,True,True
0,ILP,8,310,378.0,0,3.3492390000000114,1.8380869580000052,True,True
1,ILP,8,310,366.0,0,2.2521600000000035,1.4697149999999937,True,True
2,ILP,8,310,381.0,0,2.600588000000016,1.6236320829999897,True,True
3,ILP,8,310,377.0,0,2.3842319999999972,1.575464249999996,True,True
4,ILP,8,310,363.0,0,2.029307000000017,1.365694290999997,True,True
5,ILP,8,310,363.0,0,2.8468949999999893,1.634935167000009,True,True
6,ILP,8,310,369.0,0,2.9537789999999973,1.790713083,True,True
7,ILP,8,310,354.0,0,2.1971280000000206,1.4605087500000025,True,True
8,ILP,8,310,368.0,0,2.1454929999999877,1.4623814159999995,True,True
9,ILP,8,310,369.0,0,2.75644699999998,1.683125791000009,True,True
0,ILP,8,330,402.0,0,2.5638289999999984,1.7018274160000004,True,True
1,ILP,8,330,389.0,0,3.5049769999999967,1.9707467499999893,True,True
2,ILP,8,330,402.0,0,2.228162000000026,1.508739165999998,True,True
3,ILP,8,330,398.0,0,2.483361000000002,1.6587527079999802,True,True
4,ILP,8,330,389.0,0,4.150891999999999,2.096661833000013,True,True
5,ILP,8,330,385.0,0,2.813990000000018,1.6541236660000038,True,True
6,ILP,8,330,393.0,0,2.6826580000000035,1.654814750000014,True,True
7,ILP,8,330,380.0,0,3.197187999999983,1.8957073750000006,True,True
8,ILP,8,330,393.0,0,3.7359620000000007,1.9809241250000014,True,True
9,ILP,8,330,391.0,0,2.585060999999996,1.6640971249999836,True,True
0,ILP,8,350,429.0,0,2.502313999999984,1.666770334000006,True,True
1,ILP,8,350,411.0,0,2.3088920000000144,1.5711210419999873,True,True
2,ILP,8,350,423.0,0,1.2436930000000075,1.227454540999986,True,True
3,ILP,8,350,420.0,0,2.8808119999999917,1.7419287920000102,True,True
4,ILP,8,350,413.0,0,2.4703820000000007,1.6369118749999814,True,True
5,ILP,8,350,408.0,0,2.297206000000017,1.576304417000017,True,True
6,ILP,8,350,415.0,0,2.502065999999985,1.6790249169999925,True,True
7,ILP,8,350,404.0,0,4.152342000000004,2.271415832999992,True,True
8,ILP,8,350,415.0,0,3.817155000000014,2.0918171250000057,True,True
9,ILP,8,350,414.0,0,2.6584480000000212,1.6405495830000234,True,True
0,ILP,8,370,451.0,0,2.824218000000002,1.9023558340000193,True,True
1,ILP,8,370,437.0,0,2.9020310000000222,1.8294469999999876,True,True
2,ILP,8,370,447.0,0,3.8212990000000104,2.411265084000007,True,True
3,ILP,8,370,442.0,0,4.593080999999984,2.399622041000015,True,True
4,ILP,8,370,436.0,0,2.3711059999999975,1.6185013329999833,True,True
5,ILP,8,370,432.0,0,4.4921339999999645,2.422508332999996,True,True
6,ILP,8,370,437.0,0,4.759804999999972,2.725443707999972,True,True
7,ILP,8,370,428.0,0,4.361319999999978,2.3473720830000104,True,True
8,ILP,8,370,439.0,0,2.263261,1.605400875000015,True,True
9,ILP,8,370,437.0,0,3.7203140000000303,2.0022020409999755,True,True
0,ILP,8,390,474.0,0,4.434710999999993,2.3337991670000235,True,True
1,ILP,8,390,459.0,0,3.633215000000007,2.2845177500000204,True,True
2,ILP,8,390,470.0,0,3.785346000000004,2.2748876659999837,True,True
3,ILP,8,390,466.0,0,3.387601000000018,2.1591847500000085,True,True
4,ILP,8,390,460.0,0,3.056772999999964,1.950886875000009,True,True
5,ILP,8,390,455.0,0,3.397790999999984,1.9643151670000236,True,True
6,ILP,8,390,461.0,0,2.8490830000000074,1.8849688340000057,True,True
7,ILP,8,390,451.0,0,4.243492000000003,2.4566079580000064,True,True
8,ILP,8,390,464.0,0,3.0319319999999834,1.9586426669999923,True,True
9,ILP,8,390,461.0,0,3.4418489999999906,2.1750582500000064,True,True
0,ILP,10,10,11.0,0,1.210389,0.25994791700000003,True,True
1,ILP,10,10,13.0,1,0.475873,0.16225579199999995,True,True
2,ILP,10,10,11.0,3,0.08298000000000005,0.07094287500000007,True,True
3,ILP,10,10,11.0,0,0.4658039999999999,0.16541462500000004,True,True
4,ILP,10,10,11.0,0,0.10141700000000009,0.07455645900000007,True,True
5,ILP,10,10,14.0,6,1.7182679999999997,0.397018584,True,True
6,ILP,10,10,16.0,1,0.7436959999999999,0.23928095900000002,True,True
7,ILP,10,10,13.0,2,1.542103,0.38760179100000003,True,True
8,ILP,10,10,12.0,2,0.16656400000000104,0.0918197919999999,True,True
9,ILP,10,10,10.0,0,0.058858999999999995,0.05890854100000009,True,True
0,ILP,10,30,36.0,0,0.22021599999999886,0.19091000000000014,True,True
1,ILP,10,30,33.0,0,0.2227990000000002,0.19305020900000036,True,True
2,ILP,10,30,37.0,3,0.4052220000000002,0.25612262500000016,True,True
3,ILP,10,30,34.0,0,0.3661910000000006,0.2423056670000001,True,True
4,ILP,10,30,32.0,0,3.4520099999999996,1.1318759579999997,True,True
5,ILP,10,30,37.0,1,0.3331179999999989,0.25577937500000036,True,True
6,ILP,10,30,37.0,0,0.3113709999999994,0.25102837499999975,True,True
7,ILP,10,30,32.0,1,0.22609699999999933,0.1964731249999998,True,True
8,ILP,10,30,35.0,0,0.16619899999999888,0.16623433399999943,True,True
9,ILP,10,30,33.0,0,0.3079350000000005,0.23837704199999976,True,True
0,ILP,10,50,62.0,0,0.43373300000000015,0.3371657920000004,True,True
1,ILP,10,50,54.0,0,0.4570369999999997,0.34330712499999994,True,True
2,ILP,10,50,58.0,0,0.4350770000000015,0.35133783399999974,True,True
3,ILP,10,50,55.0,0,1.0161969999999982,0.5230437080000003,True,True
4,ILP,10,50,54.0,0,0.47438,0.35466583299999943,True,True
5,ILP,10,50,58.0,0,0.8018530000000013,0.4465785000000002,True,True
6,ILP,10,50,61.0,0,0.6050290000000018,0.38801741700000036,True,True
7,ILP,10,50,54.0,0,1.8770670000000003,0.7326585420000011,True,True
8,ILP,10,50,59.0,0,0.6274179999999987,0.42217491599999946,True,True
9,ILP,10,50,57.0,0,0.5404359999999997,0.40879479200000013,True,True
0,ILP,10,70,84.0,0,0.7309039999999989,0.5199370420000005,True,True
1,ILP,10,70,75.0,0,0.601427000000001,0.4691970829999992,True,True
2,ILP,10,70,79.0,0,0.49565199999999976,0.4203602910000015,True,True
3,ILP,10,70,81.0,0,0.5563390000000012,0.44441675000000025,True,True
4,ILP,10,70,74.0,0,0.547737999999999,0.45548145900000137,True,True
5,ILP,10,70,80.0,0,0.5628299999999982,0.4454019159999998,True,True
6,ILP,10,70,82.0,0,0.720012999999998,0.5448797909999996,True,True
7,ILP,10,70,75.0,0,0.6232459999999982,0.4941981250000005,True,True
8,ILP,10,70,81.0,0,0.7956269999999996,0.5335226669999997,True,True
9,ILP,10,70,80.0,0,0.6409540000000007,0.48926849999999966,True,True
0,ILP,10,90,107.0,0,0.9282369999999993,0.6630258750000007,True,True
1,ILP,10,90,98.0,0,0.8768339999999988,0.646395416999999,True,True
2,ILP,10,90,100.0,0,0.7417039999999986,0.6035005420000008,True,True
3,ILP,10,90,105.0,0,1.1655949999999997,0.737498458000001,True,True
4,ILP,10,90,98.0,0,0.8077319999999979,0.6392904579999978,True,True
5,ILP,10,90,102.0,0,0.6930210000000017,0.5833195419999981,True,True
6,ILP,10,90,103.0,0,0.830485000000003,0.6517084160000017,True,True
7,ILP,10,90,95.0,0,0.8278560000000041,0.6211555000000004,True,True
8,ILP,10,90,105.0,0,0.8791039999999981,0.6541375829999971,True,True
9,ILP,10,90,103.0,0,0.9000720000000015,0.6630618750000004,True,True
0,ILP,10,110,128.0,0,1.0872579999999985,0.8469110420000021,True,True
1,ILP,10,110,120.0,0,0.8966369999999984,0.7437642080000018,True,True
2,ILP,10,110,123.0,0,0.8633869999999959,0.7156136669999995,True,True
3,ILP,10,110,127.0,0,1.0407459999999986,0.7693338339999976,True,True
4,ILP,10,110,119.0,0,1.112254,0.8538764999999984,True,True
5,ILP,10,110,123.0,0,0.8764150000000015,0.7266045830000003,True,True
6,ILP,10,110,127.0,0,0.9165909999999968,0.7205940830000017,True,True
7,ILP,10,110,117.0,0,0.8689070000000001,0.7210371250000023,True,True
8,ILP,10,110,128.0,0,0.8647709999999975,0.7277797909999997,True,True
9,ILP,10,110,124.0,0,1.1198769999999953,0.8090780830000028,True,True
0,ILP,10,130,152.0,0,2.1526410000000027,1.1948969999999974,True,True
1,ILP,10,130,142.0,0,1.4409670000000006,0.9790579170000022,True,True
2,ILP,10,130,149.0,0,2.2750409999999945,1.208509541999998,True,True
3,ILP,10,130,148.0,0,1.2794409999999985,0.8944424580000003,True,True
4,ILP,10,130,141.0,0,1.5640519999999967,1.0152500000000018,True,True
5,ILP,10,130,149.0,0,2.4447739999999953,1.2365346250000044,True,True
6,ILP,10,130,149.0,0,1.5178689999999975,0.9848182500000036,True,True
7,ILP,10,130,138.0,0,1.520863999999996,0.9809032080000009,True,True
8,ILP,10,130,149.0,0,2.321097999999999,1.1918320830000013,True,True
9,ILP,10,130,147.0,0,1.6989209999999915,1.0533710000000056,True,True
0,ILP,10,150,174.0,0,1.6710879999999975,1.1146951670000007,True,True
1,ILP,10,150,163.0,0,1.7324589999999915,1.1515674169999954,True,True
2,ILP,10,150,172.0,0,1.7635410000000036,1.1411320420000024,True,True
3,ILP,10,150,169.0,0,1.7941489999999902,1.198431540999998,True,True
4,ILP,10,150,164.0,0,1.640006999999997,1.1000327920000004,True,True
5,ILP,10,150,172.0,0,1.504413999999997,1.0632536660000014,True,True
6,ILP,10,150,171.0,0,2.432481999999993,1.3618788330000058,True,True
7,ILP,10,150,160.0,0,2.4902560000000022,1.5097010420000032,True,True
8,ILP,10,150,174.0,0,1.7820889999999991,1.1697516250000035,True,True
9,ILP,10,150,167.0,0,1.8547879999999992,1.241368332999997,True,True
0,ILP,10,170,197.0,0,2.998274000000009,1.6097941250000005,True,True
1,ILP,10,170,183.0,0,2.229427000000001,1.4334937920000002,True,True
2,ILP,10,170,198.0,0,2.980125000000001,1.5913081249999976,True,True
3,ILP,10,170,194.0,0,1.9163080000000008,1.3169057500000036,True,True
4,ILP,10,170,187.0,0,1.8913999999999902,1.248091125000002,True,True
5,ILP,10,170,193.0,0,1.7538199999999904,1.2355050829999996,True,True
6,ILP,10,170,192.0,0,1.869029999999995,1.2645090420000002,True,True
7,ILP,10,170,183.0,0,3.0464759999999984,1.6244138329999984,True,True
8,ILP,10,170,198.0,0,1.7260550000000023,1.2293519999999916,True,True
9,ILP,10,170,188.0,0,2.065567999999999,1.3571200419999911,True,True
0,ILP,10,190,220.0,0,2.161514000000011,1.419172959000008,True,True
1,ILP,10,190,206.0,0,2.51493099999999,1.6051717080000003,True,True
2,ILP,10,190,219.0,0,2.335060999999996,1.481063583000008,True,True
3,ILP,10,190,216.0,0,2.168346999999997,1.4533679589999906,True,True
4,ILP,10,190,209.0,0,3.8428540000000027,1.8955830830000053,True,True
5,ILP,10,190,215.0,0,2.0984989999999897,1.4479607920000035,True,True
6,ILP,10,190,213.0,0,2.132612000000009,1.4170677919999974,True,True
7,ILP,10,190,206.0,0,3.077374000000006,1.709222957999998,True,True
8,ILP,10,190,220.0,0,2.0033930000000026,1.3794210840000005,True,True
9,ILP,10,190,211.0,0,2.227565999999996,1.457100957999998,True,True
0,ILP,10,210,242.0,0,3.25408299999998,1.9507594999999895,True,True
1,ILP,10,210,231.0,0,2.933561999999995,1.7135833340000062,True,True
2,ILP,10,210,242.0,0,3.0131780000000106,1.840367416999996,True,True
3,ILP,10,210,236.0,0,2.2713870000000043,1.550249082999997,True,True
4,ILP,10,210,233.0,0,2.717363000000006,1.7370868750000028,True,True
5,ILP,10,210,236.0,0,2.348345000000023,1.599803625000007,True,True
6,ILP,10,210,234.0,0,3.2267539999999997,1.7883799170000003,True,True
7,ILP,10,210,227.0,0,4.106511999999981,2.3129452910000055,True,True
8,ILP,10,210,243.0,0,2.5410019999999918,1.6423454589999977,True,True
9,ILP,10,210,232.0,0,2.3592700000000093,1.6160075410000019,True,True
0,ILP,10,230,266.0,0,3.688063999999997,2.2662915420000047,True,True
1,ILP,10,230,252.0,0,2.6501539999999864,1.8278571249999942,True,True
2,ILP,10,230,265.0,0,2.922532999999987,1.930725499999994,True,True
3,ILP,10,230,261.0,0,2.4987230000000125,1.7059822089999983,True,True
4,ILP,10,230,256.0,0,2.9622070000000065,1.879818207999989,True,True
5,ILP,10,230,257.0,0,2.762202000000002,1.7876222920000089,True,True
6,ILP,10,230,258.0,0,2.5767179999999996,1.6999083749999926,True,True
7,ILP,10,230,248.0,0,2.79791800000001,1.7938884999999942,True,True
8,ILP,10,230,264.0,0,3.5835519999999974,2.0883748749999995,True,True
9,ILP,10,230,257.0,0,3.9451210000000003,2.276583125000002,True,True
0,ILP,10,250,291.0,0,3.05633499999999,1.942153999999988,True,True
1,ILP,10,250,274.0,0,4.7043239999999855,2.5054654999999997,True,True
2,ILP,10,250,290.0,0,3.0904460000000142,2.010916167000005,True,True
3,ILP,10,250,282.0,0,3.195350999999988,1.9926722919999946,True,True
4,ILP,10,250,278.0,0,3.225268,2.001247915999997,True,True
5,ILP,10,250,281.0,0,2.950380999999993,1.9501616670000033,True,True
6,ILP,10,250,279.0,0,4.813861000000003,2.6010232500000257,True,True
7,ILP,10,250,268.0,0,3.1573390000000074,2.027262666000013,True,True
8,ILP,10,250,285.0,0,3.0265119999999968,1.9711253330000034,True,True
9,ILP,10,250,278.0,0,3.3101879999999824,2.046956707999982,True,True
0,ILP,10,270,312.0,0,3.8179950000000247,2.300369499999988,True,True
1,ILP,10,270,296.0,0,3.745763000000011,2.2480254580000008,True,True
2,ILP,10,270,310.0,0,2.822710999999998,1.9855607920000011,True,True
3,ILP,10,270,302.0,0,5.063793999999973,2.6196186250000153,True,True
4,ILP,10,270,300.0,0,4.560585000000003,2.632597040999997,True,True
5,ILP,10,270,302.0,0,3.7219949999999926,2.2609604579999996,True,True
6,ILP,10,270,301.0,0,5.513430999999997,2.990911082999986,True,True
7,ILP,10,270,293.0,0,3.999518000000023,2.375227458000012,True,True
